Player,Team,Year Signed,Length of Contract,Value,APY,Guaranteed Money,APY as % of Salary Cap,Inflated Value,Inflated APY,Inflated Guaranteed
Will Grier,Cowboys,2022,1,"391,911.00","391,911.00",0.00,0.00,"480,759.00","480,759.00",0.00
Cooper Rush,Cowboys,2022,1,"395,800.00","395,800.00",0.00,0.00,"485,530.00","485,530.00",0.00
Jeff Driskel,Texans,2022,1,"395,800.00","395,800.00",0.00,0.00,"485,530.00","485,530.00",0.00
Nathan Peterman,Bears,2022,1,"395,800.00","395,800.00",0.00,0.00,"485,530.00","485,530.00",0.00
Will Grier,Cowboys,2022,1,"425,622.00","425,622.00",0.00,0.00,"522,113.00","522,113.00",0.00
Jeff Driskel,Texans,2022,1,"433,400.00","433,400.00",0.00,0.00,"531,654.00","531,654.00",0.00
Will Grier,Cowboys,2022,1,"459,333.00","459,333.00",0.00,0.00,"563,466.00","563,466.00",0.00
Jeff Driskel,Texans,2022,1,"471,000.00","471,000.00",0.00,0.00,"577,778.00","577,778.00",0.00
Anthony Gordon,Chiefs,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Luis Perez,Rams,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Jake Browning,Bengals,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
K.J. Costello,Saints,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Kurt Benkert,Packers,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Danny Etling,Packers,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
EJ Perry,Jaguars,2022,1,"705,000.00","705,000.00","207,000.00",0.00,"864,827.00","864,827.00","253,928.00"
Brian Lewerke,Giants,2022,1,"713,500.00","713,500.00","8,500.00",0.00,"875,254.00","875,254.00","10,427.00"
Chase Garbers,Raiders,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Jarrett Guarantano,Broncos,2022,2,"1,585,000.00","792,500.00","10,000.00",0.00,"1,944,328.00","972,164.00","12,267.00"
James Morgan,Colts,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Steven Montez,Lions,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Jarrett Guarantano,Cardinals,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Anthony Brown,Ravens,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Dustin Crum,Chiefs,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Drew Plitt,Bengals,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Ryan Willis,Bears,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Felix Harper,Browns,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Cole Kelley,Commanders,2022,3,"2,565,000.00","855,000.00","5,000.00",0.00,"3,146,499.00","1,048,833.00","6,134.00"
Jack Coan,Colts,2022,3,"2,565,000.00","855,000.00","60,000.00",0.00,"3,146,499.00","1,048,833.00","73,602.00"
Brandon Peters,Chargers,2022,3,"2,567,000.00","855,667.00","7,000.00",0.00,"3,148,952.00","1,049,651.00","8,587.00"
Davis Cheek,Panthers,2022,3,"2,567,500.00","855,833.00","7,500.00",0.00,"3,149,565.00","1,049,855.00","9,200.00"
Levi Lewis,Seahawks,2022,3,"2,575,000.00","858,333.00","15,000.00",0.00,"3,158,766.00","1,052,921.00","18,401.00"
Chase Garbers,Raiders,2022,3,"2,575,000.00","858,333.00","100,000.00",0.00,"3,158,766.00","1,052,921.00","122,671.00"
Carson Strong,Eagles,2022,3,"2,580,000.00","860,000.00","320,000.00",0.00,"3,164,899.00","1,054,966.00","392,546.00"
Anthony Brown,Ravens,2022,3,"2,580,000.00","860,000.00","70,000.00",0.00,"3,164,899.00","1,054,966.00","85,869.00"
EJ Perry,Jaguars,2022,3,"2,583,000.00","861,000.00","230,000.00",0.00,"3,168,579.00","1,056,193.00","282,142.00"
Ben DiNucci,Cowboys,2022,2,"1,765,000.00","882,500.00",0.00,0.00,"2,165,134.00","1,082,567.00",0.00
Chris Streveler,Jets,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Jake Luton,Saints,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
John Wolford,Rams,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Jake Luton,Jaguars,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Tyler Huntley,Ravens,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Logan Woodside,Titans,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Phillip Walker,Panthers,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Chris Streveler,Dolphins,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Brock Purdy,49ers,2022,4,"3,737,012.00","934,253.00","77,012.00",0.00,"4,584,212.00","1,146,053.00","94,471.00"
Skylar Thompson,Dolphins,2022,4,"3,742,208.00","935,552.00","82,208.00",0.00,"4,590,586.00","1,147,646.00","100,845.00"
Chris Oladokun,Steelers,2022,4,"3,749,952.00","937,488.00","89,952.00",0.01,"4,600,085.00","1,150,021.00","110,345.00"
Davis Webb,Giants,2022,1,"945,000.00","945,000.00","50,000.00",0.01,"1,159,236.00","1,159,236.00","61,335.00"
Logan Woodside,Falcons,2022,2,"1,905,000.00","952,500.00",0.00,0.01,"2,336,873.00","1,168,437.00",0.00
Brett Rypien,Broncos,2022,1,"965,000.00","965,000.00",0.00,0.01,"1,183,770.00","1,183,770.00",0.00
David Blough,Cardinals,2022,1,"965,000.00","965,000.00",0.00,0.01,"1,183,770.00","1,183,770.00",0.00
Josh Rosen,Browns,2022,1,"965,000.00","965,000.00",0.00,0.01,"1,183,770.00","1,183,770.00",0.00
Kyle Sloter,Jaguars,2022,1,"965,000.00","965,000.00",0.00,0.01,"1,183,770.00","1,183,770.00",0.00
Trace McSorley,Cardinals,2022,1,"965,000.00","965,000.00",0.00,0.01,"1,183,770.00","1,183,770.00",0.00
Kevin Hogan,Titans,2022,1,"965,000.00","965,000.00",0.00,0.01,"1,183,770.00","1,183,770.00",0.00
Sam Howell,SEA/WAS,2022,4,"4,021,600.00","1,005,400.00","361,600.00",0.01,"4,933,317.00","1,233,329.00","443,577.00"
Will Grier,Cowboys,2022,2,"2,045,000.00","1,022,500.00",0.00,0.01,"2,508,612.00","1,254,306.00",0.00
Nathan Peterman,Bears,2022,1,"1,035,000.00","1,035,000.00",0.00,0.01,"1,269,640.00","1,269,640.00",0.00
Cooper Rush,Cowboys,2022,1,"1,035,000.00","1,035,000.00",0.00,0.01,"1,269,640.00","1,269,640.00",0.00
Joshua Dobbs,Titans,2022,1,"1,035,000.00","1,035,000.00",0.00,0.01,"1,269,640.00","1,269,640.00",0.00
Tim Boyle,Bears,2022,1,"1,035,000.00","1,035,000.00",0.00,0.01,"1,269,640.00","1,269,640.00",0.00
Nate Sudfeld,Lions,2022,1,"1,035,000.00","1,035,000.00",0.00,0.01,"1,269,640.00","1,269,640.00",0.00
Jeff Driskel,Texans,2022,1,"1,035,000.00","1,035,000.00",0.00,0.01,"1,269,640.00","1,269,640.00",0.00
Garrett Gilbert,Raiders,2022,1,"1,075,000.00","1,075,000.00","15,000.00",0.01,"1,318,708.00","1,318,708.00","18,401.00"
Bailey Zappe,Patriots,2022,4,"4,307,072.00","1,076,768.00","647,072.00",0.01,"5,283,507.00","1,320,877.00","793,767.00"
Kevin Hogan,Texans,2022,1,"1,117,500.00","1,117,500.00","302,500.00",0.01,"1,370,843.00","1,370,843.00","371,078.00"
Blake Bortles,Saints,2022,1,"1,120,000.00","1,120,000.00",0.00,0.01,"1,373,910.00","1,373,910.00",0.00
Brett Hundley,Ravens,2022,1,"1,120,000.00","1,120,000.00",0.00,0.01,"1,373,910.00","1,373,910.00",0.00
Josh Johnson,49ers,2022,1,"1,120,000.00","1,120,000.00",0.00,0.01,"1,373,910.00","1,373,910.00",0.00
Matt Barkley,Bills,2022,1,"1,145,000.00","1,145,000.00","125,000.00",0.01,"1,404,577.00","1,404,577.00","153,338.00"
David Blough,Lions,2022,1,"1,150,000.00","1,150,000.00","205,000.00",0.01,"1,410,711.00","1,410,711.00","251,475.00"
Joshua Dobbs,Browns,2022,1,"1,187,500.00","1,187,500.00",0.00,0.01,"1,456,712.00","1,456,712.00",0.00
Jeff Driskel,Texans,2022,1,"1,187,500.00","1,187,500.00","152,500.00",0.01,"1,456,712.00","1,456,712.00","187,073.00"
Ryan Griffin,Buccaneers,2022,1,"1,195,000.00","1,195,000.00","75,000.00",0.01,"1,465,913.00","1,465,913.00","92,003.00"
Brandon Allen,Bengals,2022,1,"1,200,000.00","1,200,000.00",0.00,0.01,"1,472,046.00","1,472,046.00",0.00
Josh Johnson,Broncos,2022,1,"1,220,000.00","1,220,000.00","100,000.00",0.01,"1,496,580.00","1,496,580.00","122,671.00"
Sean Mannion,Vikings,2022,1,"1,272,500.00","1,272,500.00","277,200.00",0.01,"1,560,982.00","1,560,982.00","340,043.00"
Matt Corral,NE/CAR,2022,4,"2,094,246.00","1,273,562.00","884,904.00",0.01,"2,569,022.00","1,562,285.00","1,085,516.00"
Malik Willis,TEN/GB,2022,4,"5,160,100.00","1,290,025.00","932,800.00",0.01,"6,329,921.00","1,582,480.00","1,144,271.00"
Desmond Ridder,ATL/ARI,2022,4,"5,362,962.00","1,340,741.00","1,080,336.00",0.01,"6,578,773.00","1,644,694.00","1,325,254.00"
Brandon Allen,Bengals,2022,1,"1,500,000.00","1,500,000.00","300,000.00",0.01,"1,840,058.00","1,840,058.00","368,012.00"
Chase Daniel,Chargers,2022,1,"2,000,000.00","2,000,000.00","1,120,000.00",0.01,"2,453,410.00","2,453,410.00","1,373,910.00"
Nate Sudfeld,49ers,2022,1,"2,000,000.00","2,000,000.00","2,000,000.00",0.01,"2,453,410.00","2,453,410.00","2,453,410.00"
Tim Boyle,Lions,2022,1,"2,000,000.00","2,000,000.00","1,750,000.00",0.01,"2,453,410.00","2,453,410.00","2,146,734.00"
Chad Henne,Chiefs,2022,1,"2,000,000.00","2,000,000.00","2,000,000.00",0.01,"2,453,410.00","2,453,410.00","2,453,410.00"
Nick Mullens,Raiders,2022,1,"2,000,000.00","2,000,000.00","1,000,000.00",0.01,"2,453,410.00","2,453,410.00","1,226,705.00"
Trevor Siemian,Bears,2022,2,"4,000,000.00","2,000,000.00","3,035,000.00",0.01,"4,906,820.00","2,453,410.00","3,723,050.00"
Brian Hoyer,Patriots,2022,2,"4,000,000.00","2,000,000.00","3,000,000.00",0.01,"4,906,820.00","2,453,410.00","3,680,115.00"
Nick Mullens,Vikings,2022,1,"2,000,000.00","2,000,000.00","1,000,000.00",0.01,"2,453,410.00","2,453,410.00","1,226,705.00"
Blaine Gabbert,Buccaneers,2022,1,"2,250,000.00","2,250,000.00","1,750,000.00",0.01,"2,760,086.00","2,760,086.00","2,146,734.00"
Kyle Allen,Texans,2022,1,"2,500,000.00","2,500,000.00","2,250,000.00",0.01,"3,066,763.00","3,066,763.00","2,760,086.00"
Mike White,Jets,2022,1,"2,540,000.00","2,540,000.00",0.00,0.01,"3,115,831.00","3,115,831.00",0.00
Dwayne Haskins,Steelers,2022,1,"2,540,000.00","2,540,000.00",0.00,0.01,"3,115,831.00","3,115,831.00",0.00
Andy Dalton,Saints,2022,1,"3,000,000.00","3,000,000.00","3,000,000.00",0.01,"3,680,115.00","3,680,115.00","3,680,115.00"
Nick Foles,Colts,2022,2,"6,200,000.00","3,100,000.00","4,000,000.00",0.02,"7,605,572.00","3,802,786.00","4,906,820.00"
Colt McCoy,Cardinals,2022,2,"7,500,000.00","3,250,000.00","6,000,000.00",0.02,"9,200,288.00","3,986,792.00","7,360,231.00"
Case Keenum,Bills,2022,1,"3,500,000.00","3,500,000.00","2,000,000.00",0.02,"4,293,468.00","4,293,468.00","2,453,410.00"
Geno Smith,Seahawks,2022,1,"3,500,000.00","3,500,000.00","500,000.00",0.02,"4,293,468.00","4,293,468.00","613,353.00"
Joe Flacco,Jets,2022,1,"3,500,000.00","3,500,000.00","2,850,000.00",0.02,"4,293,468.00","4,293,468.00","3,496,110.00"
Kenny Pickett,PIT/PHI,2022,4,"14,067,904.00","3,516,976.00","14,067,904.00",0.02,"17,257,169.00","4,314,292.00","17,257,169.00"
Jacoby Brissett,Browns,2022,1,"4,650,000.00","4,650,000.00","4,500,000.00",0.02,"5,704,179.00","5,704,179.00","5,520,173.00"
Tyrod Taylor,Giants,2022,2,"11,000,000.00","5,500,000.00","10,900,000.00",0.03,"13,493,756.00","6,746,878.00","13,371,085.00"
Teddy Bridgewater,Dolphins,2022,1,"6,500,000.00","6,500,000.00","6,500,000.00",0.03,"7,973,583.00","7,973,583.00","7,973,583.00"
Jimmy Garoppolo,49ers,2022,1,"7,000,000.00","7,000,000.00","6,500,000.00",0.03,"8,586,936.00","8,586,936.00","7,973,583.00"
Mitchell Trubisky,Steelers,2022,2,"14,285,000.00","7,412,500.00","5,250,000.00",0.04,"17,523,482.00","9,092,951.00","6,440,202.00"
Marcus Mariota,Falcons,2022,2,"18,750,000.00","9,375,000.00","6,750,000.00",0.05,"23,000,720.00","11,500,360.00","8,280,259.00"
Jameis Winston,Saints,2022,2,"28,000,000.00","14,000,000.00","21,000,000.00",0.07,"34,347,743.00","17,173,871.00","25,760,807.00"
Baker Mayfield,CAR/LAR,2022,1,"15,358,000.00","15,358,000.00","15,358,000.00",0.07,"18,839,737.00","18,839,737.00","18,839,737.00"
Kirk Cousins,Vikings,2022,1,"35,000,000.00","35,000,000.00","70,000,000.00",0.17,"42,934,678.00","42,934,678.00","85,869,356.00"
Matt Stafford,Rams,2022,4,"160,000,000.00","40,000,000.00","135,000,000.00",0.19,"196,272,815.00","49,068,204.00","165,605,187.00"
Derek Carr,Raiders,2022,3,"121,422,481.00","40,474,160.00","65,300,000.00",0.19,"148,949,576.00","49,649,858.00","80,103,842.00"
Deshaun Watson,Browns,2022,5,"230,000,000.00","46,000,000.00","230,000,000.00",0.22,"282,142,171.00","56,428,434.00","282,142,171.00"
Kyler Murray,Cardinals,2022,5,"230,500,000.00","46,100,000.00","160,000,000.00",0.22,"282,755,524.00","56,551,105.00","196,272,815.00"
Russell Wilson,Broncos,2022,5,"245,000,000.00","49,000,000.00","165,000,000.00",0.24,"300,542,747.00","60,108,549.00","202,406,340.00"
Aaron Rodgers,NYJ/GB,2022,3,"150,815,000.00","50,271,667.00","150,665,000.00",0.24,"185,005,528.00","61,668,510.00","184,821,523.00"
Matt Barkley,Titans,2021,1,"1,100,000.00","110,000.00","25,000.00",0.00,"1,539,397.00","153,940.00","34,986.00"
Trace McSorley,Ravens,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Clayton Thorson,Giants,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Steven Montez,Lions,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Danny Etling,Seahawks,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jacob Dolegala,Dolphins,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
James Morgan,Steelers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Reid Sinnett,Dolphins,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jake Luton,Seahawks,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Anthony Gordon,Broncos,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Chris Streveler,Ravens,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
James Morgan,Colts,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Josh Love,Panthers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Kyle Sloter,Raiders,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Brian Lewerke,Giants,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Kenji Bahar,Ravens,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jake Fromm,Bills,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jake Luton,Dolphins,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Danny Etling,Packers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
James Morgan,Panthers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Ryan Willis,Bears,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Nate Sudfeld,49ers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jake Browning,Bengals,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Ben DiNucci,Cowboys,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Tyler Bray,49ers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jordan Ta'amu,Panthers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Brett Rypien,Broncos,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Kyle Shurmur,Commanders,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
James Morgan,Jets,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Kurt Benkert,Packers,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Shane Buechele,Chiefs,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Kyle Lauletta,Jaguars,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jordan Ta'amu,Commanders,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Danny Etling,DEN/JAX,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Davis Webb,Bills,2021,1,"165,600.00","165,600.00",0.00,0.00,"231,749.00","231,749.00",0.00
Jake Luton,Seahawks,2021,1,"172,133.00","172,133.00",0.00,0.00,"240,892.00","240,892.00",0.00
Jake Browning,Bengals,2021,1,"193,067.00","193,067.00",0.00,0.00,"270,188.00","270,188.00",0.00
Davis Webb,Bills,2021,1,"203,622.00","203,622.00",0.00,0.00,"284,959.00","284,959.00",0.00
Trace McSorley,Ravens,2021,1,"203,622.00","203,622.00",0.00,0.00,"284,959.00","284,959.00",0.00
Jake Luton,Seahawks,2021,1,"206,266.00","206,266.00",0.00,0.00,"288,659.00","288,659.00",0.00
Nate Sudfeld,49ers,2021,1,"211,400.00","211,400.00",0.00,0.00,"295,844.00","295,844.00",0.00
Brett Hundley,Colts,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Kevin Hogan,Titans,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
DeShone Kizer,Titans,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Sean Mannion,Vikings,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Garrett Gilbert,Patriots,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Matt Barkley,Titans,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Brian Hoyer,Patriots,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Nick Mullens,Browns,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Josh Johnson,Jets,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Blake Bortles,Saints,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Nathan Peterman,Raiders,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Blake Bortles,Packers,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Jeff Driskel,Texans,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Matt Barkley,Falcons,2021,1,"252,000.00","252,000.00",0.00,0.00,"352,662.00","352,662.00",0.00
Nate Sudfeld,49ers,2021,1,"257,200.00","257,200.00",0.00,0.00,"359,939.00","359,939.00",0.00
Nick Mullens,Browns,2021,1,"289,111.00","289,111.00",0.00,0.00,"404,597.00","404,597.00",0.00
Sean Mannion,Vikings,2021,1,"293,000.00","293,000.00",0.00,0.00,"410,039.00","410,039.00",0.00
Brett Hundley,Colts,2021,1,"293,000.00","293,000.00",0.00,0.00,"410,039.00","410,039.00",0.00
Brian Hoyer,Patriots,2021,1,"297,722.00","297,722.00",0.00,0.00,"416,648.00","416,648.00",0.00
Josh Johnson,Jets,2021,1,"297,722.00","297,722.00",0.00,0.00,"416,648.00","416,648.00",0.00
Brett Hundley,Colts,2021,1,"320,000.00","320,000.00",0.00,0.00,"447,825.00","447,825.00",0.00
Sean Mannion,Vikings,2021,1,"334,000.00","334,000.00",0.00,0.00,"467,417.00","467,417.00",0.00
Josh Johnson,Jets,2021,1,"343,444.00","343,444.00",0.00,0.00,"480,633.00","480,633.00",0.00
Jeff Driskel,Texans,2021,1,"375,000.00","375,000.00",0.00,0.00,"524,795.00","524,795.00",0.00
Kenji Bahar,Ravens,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Kyle Shurmur,Bengals,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Eric Dungey,Bengals,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Kurt Benkert,Packers,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Danny Etling,Seahawks,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Anthony Gordon,Chiefs,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Jordan Ta'amu,Chiefs,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Case Cookus,Vikings,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Jordan Ta'amu,Lions,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Brian Lewerke,Giants,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Case Cookus,Raiders,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Kurt Benkert,Falcons,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Cole McDonald,Cardinals,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Jalen Morton,Colts,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Tommy Stevens,Giants,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Danny Etling,Vikings,2021,1,"660,000.00","660,000.00",0.00,0.00,"923,638.00","923,638.00",0.00
Nate Stanley,Vikings,2021,2,"1,485,000.00","742,500.00",0.00,0.00,"2,078,186.00","1,039,093.00",0.00
Jake Browning,Vikings,2021,2,"1,485,000.00","742,500.00",0.00,0.00,"2,078,186.00","1,039,093.00",0.00
Bryce Perkins,Rams,2021,2,"1,485,000.00","742,500.00",0.00,0.00,"2,078,186.00","1,039,093.00",0.00
Shane Buechele,Chiefs,2021,2,"1,485,000.00","742,500.00",0.00,0.00,"2,078,186.00","1,039,093.00",0.00
Case Cookus,Broncos,2021,2,"1,485,000.00","742,500.00",0.00,0.00,"2,078,186.00","1,039,093.00",0.00
