Player,Team,Year Signed,Length of Contract,Value,APY,Guaranteed Money,APY as % of Salary Cap,Inflated Value,Inflated APY,Inflated Guaranteed
Justin Marshall,Seahawks,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Cody Chrest,Packers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Ra'Shaun Henry,Falcons,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Andre Miller,Giants,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Slade Bolden,Falcons,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Makai Polk,Ravens,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Jaylon Moore,Jaguars,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Kalil Pimpleton,Giants,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Jeff Cotton,Packers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Jalen Wayne,Browns,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Ty Fryfogle,Chiefs,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Mathew Sexton,Falcons,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Tre Nixon,Patriots,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Bo Melton,Packers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Ra'Shaun Henry,Seahawks,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Cody Chrest,Steelers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Shemar Bridges,Ravens,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Johnny King,Eagles,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Jontre Kirklin,Saints,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Chris Blair,Falcons,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Drew Estrada,Texans,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Kekoa Crawford,Chiefs,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Brandon Smith,Cardinals,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Ra'Shaun Henry,Browns,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Daylen Baldwin,Browns,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Kyric McGowan,Commanders,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Kwamie Lassiter II,Bengals,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Mike Harley,Browns,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Aron Cruickshank,Steelers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Izaiah Gathings,Chiefs,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Kevin Austin Jr.,Jaguars,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Josh Hammond,Broncos,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Tyreik McAllister,Broncos,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Juwan Green,Chiefs,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Tay Martin,49ers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Jacob Copeland,Vikings,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Ethan Fernea,Colts,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Malik Flowers,Seahawks,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Nick Williams,Broncos,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Andre Miller,Packers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Kawaan Baker,Saints,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Charleston Rambo,Eagles,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Seth Williams,Jaguars,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Tyler Adams,Colts,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Makai Polk,Giants,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Tarik Black,Ravens,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Kaden Davis,Cardinals,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Avery Davis,Lions,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Austin Watkins,Browns,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Connor Wedington,Seahawks,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Chris Pierce Jr.,Cardinals,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Cephus Johnson,Buccaneers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Reggie Roberson Jr.,Titans,2023,2,"1,655,000.00","832,500.00",0.00,0.00,"1,880,280.00","945,821.00",0.00
Mason Kinsey,Titans,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Dontario Drummond,Cowboys,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Bo Melton,Packers,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Irvin Charles,Jets,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Lucky Jackson,Vikings,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Mason Kinsey,Titans,2023,2,"1,655,000.00","832,500.00",0.00,0.00,"1,880,280.00","945,821.00",0.00
Dennis Houston,Cowboys,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Johnny Johnson III,Texans,2023,2,"1,655,000.00","832,500.00",0.00,0.00,"1,880,280.00","945,821.00",0.00
Jaquarii Roberson,Rams,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Jerreth Sterns,Rams,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Devon Allen,Eagles,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Isaiah Zuber,Raiders,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Jalen Hurd,Patriots,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Blake Proehl,Vikings,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Easop Winston,Seahawks,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
J.J. Koski,Broncos,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Chris Lacy,Raiders,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Kristian Wilkerson,Raiders,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Trishton Jackson,Vikings,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Hakeem Butler,Steelers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Michael Bandy,Broncos,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Marquez Stevenson,Browns,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
D.J. Turner,Raiders,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Maurice Alexander,Lions,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Andre Baccellia,Cardinals,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Deon Cain,Eagles,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Stanley Berryhill,Lions,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Joe Reed,Bears,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Marquez Stevenson,Panthers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Gary Jennings Jr.,Panthers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
D.J. Montgomery,Colts,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Lynn Bowden,Saints,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Dez Fitzpatrick,Steelers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Cody Thompson,Seahawks,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
John Hightower,Chargers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Kristian Wilkerson,Colts,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Austin Trammell,Rams,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Isaiah Hodgins,Giants,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Cody White,Steelers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Cornell Powell,Chiefs,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Dazz Newsome,49ers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Tim Jones,Jaguars,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Cade Johnson,Seahawks,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Izaiah Gathings,Jets,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Sam James,Rams,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Milton Wright,Chargers,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Ed Lee,Patriots,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Tyler Adams,Colts,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Kearis Jackson,Titans,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Gavin Holmes,Titans,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Josh Ali,Falcons,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Kody Case,Colts,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Tyler Hudson,Rams,2023,1,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Brian Cobbs,Cardinals,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Jadakis Bonds,Packers,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Dylan Drummond,Lions,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Lucky Jackson,Vikings,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Jerome Kapp,Jets,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Garett Maag,Vikings,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Michael Tutsie,Colts,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Avery Davis,Lions,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Nick Williams,Broncos,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Malachi Carter,Bengals,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Mac Hippenhammer,Bengals,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Tyjon Lindsey,Seahawks,2023,3,"2,696,000.00","898,667.00","1,000.00",0.00,"3,062,982.00","1,020,994.00","1,136.00"
C.J. Johnson,Seahawks,2023,3,"2,696,000.00","898,667.00","1,000.00",0.00,"3,062,982.00","1,020,994.00","1,136.00"
Oliver Martin,Jaguars,2023,3,"2,696,000.00","898,667.00","2,000.00",0.00,"3,062,982.00","1,020,994.00","2,272.00"
Isaiah Winstead,49ers,2023,3,"2,696,000.00","898,667.00","1,000.00",0.00,"3,062,982.00","1,020,994.00","1,136.00"
Malik Flowers,Saints,2023,3,"2,696,000.00","898,667.00","1,000.00",0.00,"3,062,982.00","1,020,994.00","1,136.00"
Ty Scott,Chiefs,2023,3,"2,696,500.00","898,833.00","1,500.00",0.00,"3,063,550.00","1,021,183.00","1,704.00"
Taylor Grimes,Broncos,2023,3,"2,697,000.00","899,000.00","2,000.00",0.00,"3,064,118.00","1,021,373.00","2,272.00"
Taye Barber,Buccaneers,2023,3,"2,697,000.00","899,000.00","2,000.00",0.00,"3,064,118.00","1,021,373.00","2,272.00"
Jalen Sample,Commanders,2023,3,"2,697,500.00","899,167.00","2,500.00",0.00,"3,064,686.00","1,021,563.00","2,840.00"
Zion Bowens,Commanders,2023,3,"2,697,500.00","899,167.00","2,500.00",0.00,"3,064,686.00","1,021,563.00","2,840.00"
Dontay Demus Jr.,Ravens,2023,3,"2,697,500.00","899,167.00","2,500.00",0.00,"3,064,686.00","1,021,563.00","2,840.00"
Sy Barnett,Saints,2023,3,"2,697,500.00","899,167.00","2,500.00",0.00,"3,064,686.00","1,021,563.00","2,840.00"
Jose Barbon,Cowboys,2023,3,"2,698,000.00","899,333.00","3,000.00",0.00,"3,065,254.00","1,021,751.00","3,408.00"
Dallas Daniels,Broncos,2023,3,"2,698,000.00","899,333.00","3,000.00",0.00,"3,065,254.00","1,021,751.00","3,408.00"
John Stephens,Cowboys,2023,3,"2,698,000.00","899,333.00","3,000.00",0.00,"3,065,254.00","1,021,751.00","3,408.00"
Kade Warner,Buccaneers,2023,3,"2,700,000.00","900,000.00","5,000.00",0.00,"3,067,527.00","1,022,509.00","5,681.00"
Keytaon Thompson,Lions,2023,3,"2,700,000.00","900,000.00","5,000.00",0.00,"3,067,527.00","1,022,509.00","5,681.00"
Keilahn Harris,Falcons,2023,3,"2,700,000.00","900,000.00","5,000.00",0.00,"3,067,527.00","1,022,509.00","5,681.00"
Xavier Smith,Rams,2023,3,"2,700,000.00","900,000.00","5,000.00",0.00,"3,067,527.00","1,022,509.00","5,681.00"
Pokey Wilson,Chargers,2023,3,"2,700,000.00","900,000.00","5,000.00",0.00,"3,067,527.00","1,022,509.00","5,681.00"
Johnny King,Colts,2023,3,"2,700,000.00","900,000.00","5,000.00",0.00,"3,067,527.00","1,022,509.00","5,681.00"
Chris Coleman,Dolphins,2023,3,"2,700,000.00","900,000.00","17,000.00",0.00,"3,067,527.00","1,022,509.00","19,314.00"
Sean Ryan,Ravens,2023,3,"2,700,000.00","900,000.00","5,000.00",0.00,"3,067,527.00","1,022,509.00","5,681.00"
Cephus Johnson,Vikings,2023,3,"2,701,000.00","900,333.00","26,000.00",0.00,"3,068,663.00","1,022,887.00","29,539.00"
Bryan Thompson,Bills,2023,3,"2,701,500.00","900,500.00","6,500.00",0.00,"3,069,231.00","1,023,077.00","7,385.00"
Shedrick Jackson,Bengals,2023,3,"2,702,500.00","900,833.00","7,500.00",0.00,"3,070,367.00","1,023,455.00","8,521.00"
Jaray Jenkins,Jaguars,2023,3,"2,702,500.00","900,833.00","82,500.00",0.00,"3,070,367.00","1,023,455.00","93,730.00"
Jordan Byrd,Steelers,2023,3,"2,702,500.00","900,833.00","7,500.00",0.00,"3,070,367.00","1,023,455.00","8,521.00"
Terrell Bynum,Chargers,2023,3,"2,702,500.00","900,833.00","7,500.00",0.00,"3,070,367.00","1,023,455.00","8,521.00"
Aron Cruickshank,Bears,2023,3,"2,703,000.00","901,000.00","8,000.00",0.00,"3,070,935.00","1,023,645.00","9,089.00"
Shae Wyatt,49ers,2023,3,"2,703,000.00","901,000.00","43,000.00",0.00,"3,070,935.00","1,023,645.00","48,853.00"
Malik Heath,Packers,2023,3,"2,704,000.00","901,333.00","9,000.00",0.00,"3,072,071.00","1,024,023.00","10,225.00"
Duece Watts,Packers,2023,3,"2,704,000.00","901,333.00","9,000.00",0.00,"3,072,071.00","1,024,023.00","10,225.00"
Thyrick Pitts,NE/CHI,2023,3,"2,704,500.00","901,500.00","9,500.00",0.00,"3,072,639.00","1,024,213.00","10,793.00"
Jacob Copeland,Titans,2023,3,"2,705,000.00","901,666.00","50,000.00",0.00,"3,073,207.00","1,024,402.00","56,806.00"
Braxton Westfield,Colts,2023,3,"2,705,000.00","901,666.00","55,000.00",0.00,"3,073,207.00","1,024,402.00","62,487.00"
Jalen Moreno-Cropper,Cowboys,2023,3,"2,705,000.00","901,667.00","150,000.00",0.00,"3,073,207.00","1,024,403.00","170,418.00"
Xavier Malone,Falcons,2023,3,"2,705,000.00","901,667.00","10,000.00",0.00,"3,073,207.00","1,024,403.00","11,361.00"
Tyrell Shavers,Bills,2023,3,"2,703,500.00","901,667.00","8,500.00",0.00,"3,071,503.00","1,024,403.00","9,657.00"
Jared Wayne,Texans,2023,3,"2,705,000.00","901,667.00","210,000.00",0.00,"3,073,207.00","1,024,403.00","238,585.00"
Jesse Matthews,Texans,2023,3,"2,705,000.00","901,667.00","60,000.00",0.00,"3,073,207.00","1,024,403.00","68,167.00"
Elijah Cooks,Jaguars,2023,3,"2,705,000.00","901,667.00","70,000.00",0.00,"3,073,207.00","1,024,403.00","79,528.00"
Tre'Shaun Harrison,Titans,2023,3,"2,705,000.00","901,667.00","15,000.00",0.00,"3,073,207.00","1,024,403.00","17,042.00"
Thayer Thomas,Vikings,2023,3,"2,705,000.00","901,667.00","110,000.00",0.00,"3,073,207.00","1,024,403.00","124,973.00"
Shaq Davis,Saints,2023,3,"2,705,000.00","901,667.00","226,000.00",0.00,"3,073,207.00","1,024,403.00","256,763.00"
Josh Vann,Panthers,2023,3,"2,705,000.00","901,667.00","40,000.00",0.00,"3,073,207.00","1,024,403.00","45,445.00"
Jake Bobo,Seahawks,2023,3,"2,705,000.00","901,667.00","10,000.00",0.00,"3,073,207.00","1,024,403.00","11,361.00"
David Durden,Cowboys,2023,3,"2,705,000.00","901,667.00","150,000.00",0.00,"3,073,207.00","1,024,403.00","170,418.00"
Matt Landers,Seahawks,2023,3,"2,705,000.00","901,667.00","10,000.00",0.00,"3,073,207.00","1,024,403.00","11,361.00"
T.J. Luther,Jets,2023,3,"2,705,000.00","901,667.00","45,000.00",0.00,"3,073,207.00","1,024,403.00","51,125.00"
Ryan Miller,Buccaneers,2023,3,"2,705,000.00","901,667.00","10,000.00",0.00,"3,073,207.00","1,024,403.00","11,361.00"
John Hall,Seahawks,2023,3,"2,705,000.00","901,667.00","10,000.00",0.00,"3,073,207.00","1,024,403.00","11,361.00"
Daniel Arias,Cardinals,2023,3,"2,707,000.00","902,333.00","87,000.00",0.00,"3,075,480.00","1,025,159.00","98,843.00"
Jadon Haselwood,Eagles,2023,3,"2,707,500.00","902,500.00","127,500.00",0.00,"3,076,048.00","1,025,349.00","144,855.00"
Cody Chrest,Colts,2023,3,"2,707,500.00","902,500.00","12,500.00",0.00,"3,076,048.00","1,025,349.00","14,202.00"
Mitchell Tinsley,Commanders,2023,3,"2,710,000.00","903,333.00","135,000.00",0.00,"3,078,888.00","1,026,296.00","153,376.00"
Kazmeir Allen,Commanders,2023,3,"2,710,000.00","903,333.00","90,000.00",0.00,"3,078,888.00","1,026,296.00","102,251.00"
Zavier Scott,Colts,2023,3,"2,710,000.00","903,333.00","45,000.00",0.00,"3,078,888.00","1,026,296.00","51,125.00"
Malik Knowles,Vikings,2023,3,"2,710,000.00","903,333.00","75,000.00",0.00,"3,078,888.00","1,026,296.00","85,209.00"
Nikko Remigio,Chiefs,2023,3,"2,710,000.00","903,333.00","50,000.00",0.00,"3,078,888.00","1,026,296.00","56,806.00"
Jalen Wayne,Bills,2023,3,"2,710,000.00","903,333.00","15,000.00",0.00,"3,078,888.00","1,026,296.00","17,042.00"
Chase Cota,Lions,2023,3,"2,710,000.00","903,333.00","80,000.00",0.00,"3,078,888.00","1,026,296.00","90,890.00"
Braydon Johnson,Bills,2023,3,"2,710,000.00","903,333.00","15,000.00",0.00,"3,078,888.00","1,026,296.00","17,042.00"
Xavier Gipson,Jets,2023,3,"2,710,000.00","903,333.00","165,000.00",0.00,"3,078,888.00","1,026,296.00","187,460.00"
Justin Marshall,Falcons,2023,3,"2,712,500.00","904,167.00","47,500.00",0.00,"3,081,728.00","1,027,243.00","53,966.00"
Bryce Ford-Wheaton,Giants,2023,3,"2,715,000.00","905,000.00","236,000.00",0.00,"3,084,569.00","1,028,190.00","268,125.00"
Brycen Tremayne,Commanders,2023,3,"2,715,000.00","905,000.00","100,000.00",0.00,"3,084,569.00","1,028,190.00","113,612.00"
Rakim Jarrett,Buccaneers,2023,3,"2,720,000.00","906,667.00","225,000.00",0.00,"3,090,249.00","1,030,083.00","255,627.00"
Joseph Ngata,Eagles,2023,3,"2,725,000.00","908,333.00","230,000.00",0.00,"3,095,930.00","1,031,976.00","261,308.00"
Jason Brownlee,Jets,2023,3,"2,725,000.00","908,333.00","246,000.00",0.00,"3,095,930.00","1,031,976.00","279,486.00"
Andre Baccellia,Cardinals,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
Braylon Sanders,Dolphins,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
Britain Covey,Eagles,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
D.J. Montgomery,Colts,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
Kaylon Geiger,Buccaneers,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
D.J. Turner,Raiders,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
Montrell Washington,Chiefs,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
Dez Fitzpatrick,Steelers,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
Alex Bachman,Texans,2023,2,"1,855,000.00","927,500.00",0.00,0.00,"2,107,504.00","1,053,752.00",0.00
Isaiah Coulter,Bills,2023,2,"1,860,000.00","930,000.00","5,000.00",0.00,"2,113,185.00","1,056,593.00","5,681.00"
Amari Rodgers,Colts,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Victor Bolden,Texans,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Keelan Doss,Chargers,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Davion Davis,Cardinals,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Jacob Harris,Jaguars,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Trey Quinn,Lions,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Dan Chisena,Steelers,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Victor Bolden,Broncos,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Tom Kennedy,Lions,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Simi Fehoko,Chargers,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
David Sills,Giants,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Collin Johnson,Bears,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Ihmir Smith-Marsette,Panthers,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Jauan Jennings,49ers,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Lawrence Cager,Giants,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Malik Taylor,Jets,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Ja'Marcus Bradley,Steelers,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Darrius Shepherd,Chargers,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Ihmir Smith-Marsette,Chiefs,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Marcell Ateman,Bills,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
KeeSean Johnson,Bills,2023,1,"946,500.00","946,500.00","6,500.00",0.00,"1,075,339.00","1,075,339.00","7,385.00"
Grant DuBose,Packers,2023,4,"3,917,784.00","979,446.00","77,784.00",0.00,"4,451,077.00","1,112,769.00","88,372.00"
Ronnie Bell,49ers,2023,4,"3,917,784.00","979,446.00","77,784.00",0.00,"4,451,077.00","1,112,769.00","88,372.00"
Jalen Brooks,Cowboys,2023,4,"3,922,356.00","980,589.00","82,356.00",0.00,"4,456,271.00","1,114,068.00","93,566.00"
Colton Dowell,Titans,2023,4,"3,942,696.00","985,674.00","102,696.00",0.00,"4,479,380.00","1,119,845.00","116,675.00"
Antoine Green,Lions,2023,4,"3,956,760.00","989,190.00","116,760.00",0.00,"4,495,358.00","1,123,840.00","132,653.00"
Demario Douglas,Patriots,2023,4,"3,973,332.00","993,333.00","133,332.00",0.00,"4,514,186.00","1,128,546.00","151,481.00"
Jalen Camp,Texans,2023,2,"1,995,000.00","997,500.00",0.00,0.00,"2,266,561.00","1,133,281.00",0.00
